kinase,upregulated,downregulated,unregulated,upregulated_enrichment_value,upregulated_enrichment_value_log2,upregulated_p_value,upregulated_p_value_log10_abs,upregulated_adjusted_p_value,upregulated_adjusted_p_value_log10_abs,downregulated_enrichment_value,downregulated_enrichment_value_log2,downregulated_p_value,downregulated_p_value_log10_abs,downregulated_adjusted_p_value,downregulated_adjusted_p_value_log10_abs,dominant_direction,dominant_enrichment_value_log2,dominant_p_value_log10_abs,dominant_adjusted_p_value_log10_abs
PKACB,8.0,7.0,70.0,0.9938049006010171,0.008965438836174925,0.5628246861140163,0.24962686218260988,1.0,0.0,0.7926253687315634,-0.33528895201054015,0.7720283209691094,0.11236676777954292,1.0,0.0,upregulated set,0.008965438836174925,0.24962686218260988,0.0
PKACG,7.0,3.0,45.0,1.3608602150537634,0.4445188835900357,0.2857746559888346,0.5439762893737858,1.0,0.0,0.5271137026239067,-0.9238138986449871,0.9165936190931755,0.03782317044086048,1.0,0.0,upregulated set,0.4445188835900357,0.5439762893737858,0.0
PKCA,2.0,11.0,53.0,0.3239293201557352,1.6262490366682938,0.9822968219544732,0.007757261033008873,1.0,0.0,1.6752464094621233,-0.7443733150111476,0.09343411810145942,1.0294945092351298,0.5147370506316764,0.28841457022706873,downregulated set,-0.7443733150111476,1.0294945092351298,0.28841457022706873
PKCB,4.0,9.0,52.0,0.6647825018432048,0.5890456863595328,0.8447889351934748,0.07325178303929573,1.0,0.0,1.389237616982424,-0.47429338083353934,0.23440131493535193,0.6300399563588718,0.9740505271977201,0.011418514256907463,downregulated set,-0.47429338083353934,0.6300399563588718,0.011418514256907463
PKCD,4.0,1.0,41.0,0.8465674433102158,0.24030308730597028,0.6971212772502833,0.15669166170278728,1.0,0.0,0.192011311417462,-2.380736792038883,0.9932664900308669,0.0029342161342009875,1.0,0.0,upregulated set,0.24030308730597028,0.15669166170278728,0.0
PKCE,4.0,15.0,66.0,0.5210572175428405,0.9404862906506545,0.9410394850740185,0.026392153629067067,1.0,0.0,1.8477066739906618,-0.8857357450832647,0.03136594926301542,1.5035415643851813,0.25686169261334246,0.5903006599498712,downregulated set,-0.8857357450832647,1.5035415643851813,0.5903006599498712
PKCG,2.0,8.0,49.0,0.3508908325234856,1.5109058389274903,0.9741893392810513,0.011356627296321633,1.0,0.0,1.3080545827798575,-0.3874227431776042,0.2993681224559565,0.5237944464062433,1.0,0.0,downregulated set,-0.3874227431776042,0.5237944464062433,0.0
PKCH,4.0,4.0,49.0,0.7062658929386451,0.50171666747283,0.8120242513507528,0.09043100022860916,1.0,0.0,0.6463778493853681,-0.6295503354261094,0.8585057126730178,0.06625681060893068,1.0,0.0,upregulated set,0.50171666747283,0.09043100022860916,0.0
PKCI,3.0,13.0,79.0,0.3238732564702088,1.6264987510232631,0.9932987496337559,0.0029201112185963255,1.0,0.0,1.3233740069183106,-0.4042208482170376,0.22007439220902333,0.6574304888838474,0.9664136353526677,0.014836951118797645,downregulated set,-0.4042208482170376,0.6574304888838474,0.014836951118797645
PKCT,1.0,0,49.0,0.17489020924825627,2.5154785687173145,0.9958646053823196,0.001799702873857016,1.0,0.0,0,0,1,0,1.0,0.0,upregulated set,2.5154785687173145,0.001799702873857016,0.0
PKCZ,0,7.0,75.0,0,0,1,0,1.0,0.0,0.7384070796460177,-0.4375117096701467,0.8254845274400209,0.08329106257125986,1.0,0.0,downregulated set,-0.4375117096701467,0.08329106257125986,0.0
PKG1,7.0,4.0,86.0,0.7013128282070518,0.5118699772836215,0.859980589653042,0.06551135096772087,1.0,0.0,0.3632530939752482,-1.460953008952886,0.9932348505195284,0.0029480503712136404,1.0,0.0,upregulated set,0.5118699772836215,0.06551135096772087,0.0
PKG2,8.0,8.0,75.0,0.9258252427184466,0.11118819649578154,0.6356666054112887,0.19677060352400905,1.0,0.0,0.8463905325443787,-0.24060460487359128,0.7232119192153534,0.14073442489054708,1.0,0.0,upregulated set,0.11118819649578154,0.19677060352400905,0.0
PKN1,10.0,7.0,96.0,0.9028908794788274,0.1473764561817531,0.6673005843255839,0.17567849485660827,1.0,0.0,0.5723635693215339,-0.804996246777676,0.9520054093104241,0.02136058394011191,1.0,0.0,upregulated set,0.1473764561817531,0.17567849485660827,0.0
PKN2,4.0,3.0,78.0,0.43892848365691817,1.1879421999524875,0.9762194572600638,0.01045254056756681,1.0,0.0,0.30040367795469836,-1.7350256184715254,0.9960301600573824,0.0017275108251141493,1.0,0.0,upregulated set,1.1879421999524875,0.01045254056756681,0.0
PKN3,8.0,6.0,85.0,0.8138587473824481,0.2971496715680241,0.7588649834489226,0.11983548650123155,1.0,0.0,0.5547404844290658,-0.850115079080195,0.9507974651158648,0.02191198479793778,1.0,0.0,upregulated set,0.2971496715680241,0.11983548650123155,0.0
PKR,3.0,13.0,87.0,0.29321326597847575,1.7699777174442828,0.9967472121559826,0.0014149703602921596,1.0,0.0,1.1980946463705084,-0.260741881796018,0.32015839948995056,0.4946350997923844,1.0,0.0,downregulated set,-0.260741881796018,0.4946350997923844,0.0
PLK1,15.0,10.0,67.0,1.994168231689236,0.9957871232696537,0.01836630978570342,1.7359780946848755,0.13573150890410088,0.867319322902306,1.1949182658137882,-0.2569119390948162,0.353835796330726,0.4511982331490052,1.0,0.0,upregulated set,0.9957871232696537,1.7359780946848755,0.867319322902306
PLK2,53.0,10.0,161.0,3.2370600414078674,1.6946841250892672,2.0008686418067468e-10,9.698781422113946,4.330451417624602e-09,8.363466829289878,0.47988760721679974,-1.0592315380068764,0.9949736403122025,0.0021884248006033193,1.0,0.0,upregulated set,1.6946841250892672,9.698781422113946,8.363466829289878
PLK3,41.0,9.0,144.0,2.695576690821256,1.430593955717623,8.07608587183802e-07,6.092799071914241,1.1652638186509143e-05,4.933575738145856,0.484606824925816,-1.0451133718618377,0.9923334113283793,0.0033423859384229945,1.0,0.0,upregulated set,1.430593955717623,6.092799071914241,4.933575738145856
PLK4,3.0,9.0,51.0,0.5069314349943799,0.9801374661654294,0.9285082121494127,0.03221425080906602,1.0,0.0,1.4170012218537267,-0.5028410022654954,0.21975359904716574,0.6580640034736462,0.9664136353526677,0.014836951118797645,downregulated set,-0.5028410022654954,0.6580640034736462,0.014836951118797645
PRKD1,22.0,15.0,118.0,1.6678540649238724,0.7379930603525208,0.0270751865083808,1.5674285430394241,0.18644957981907687,0.7294385910233065,1.013492754365303,-0.019335774765728057,0.5236987495096074,0.2809184631077285,1.0,0.0,upregulated set,0.7379930603525208,1.5674285430394241,0.7294385910233065
PRKD2,19.0,17.0,127.0,1.3203508957353485,0.4009213903889227,0.16745167198154076,0.7761105117327628,0.8456309435067808,0.07281913361410142,1.0700524136610583,-0.09768146492259674,0.4397384528198432,0.35680555594660435,1.0,0.0,upregulated set,0.4009213903889227,0.7761105117327628,0.07281913361410142
PRKD3,18.0,11.0,138.0,1.142503998836702,0.19219921481663452,0.3412772029837052,0.4668927212409909,1.0,0.0,0.6231667748215445,-0.6823097791354102,0.9550869237276443,0.019957100900705047,1.0,0.0,upregulated set,0.19219921481663452,0.4668927212409909,0.0
PRKX,12.0,5.0,85.0,1.236798457087753,0.3066104246072579,0.29498286885308,0.5302032049662776,1.0,0.0,0.46092806624115923,-1.1173864778004596,0.9788606973368454,0.00927910868972342,1.0,0.0,upregulated set,0.3066104246072579,0.5302032049662776,0.0
PRP4,26.0,42.0,261.0,0.8544456294189675,0.2269394024748278,0.7962957200890888,0.09892561850291372,1.0,0.0,1.3212341197822142,-0.40188613162753867,0.07197868016291371,1.1427961210509705,0.43601542892975415,0.36049814242752326,downregulated set,-0.40188613162753867,1.1427961210509705,0.36049814242752326
PRPK,31.0,15.0,126.0,2.2633200133200133,1.1784405832744584,0.00020563251092565636,3.6869082213916995,0.0020768883603491293,2.6825868476090573,0.9462667242123436,-0.07968120153272634,0.6199287114055625,0.2076582492489276,1.0,0.0,upregulated set,1.1784405832744584,3.6869082213916995,2.6825868476090573
QIK,11.0,14.0,162.0,0.5758290970709271,0.7962874036947362,0.9766046578446486,0.01028120871111664,1.0,0.0,0.675479696564034,-0.5660156889287021,0.9399800876744161,0.026881346298938534,1.0,0.0,downregulated set,-0.5660156889287021,0.026881346298938534,0.0
QSK,14.0,20.0,174.0,0.6858996244452031,0.5439306291460749,0.9327460054316619,0.0302366021881803,1.0,0.0,0.9107256187856991,-0.1349116270744434,0.6850105591721911,0.16430273397491485,1.0,0.0,downregulated set,-0.1349116270744434,0.16430273397491485,0.0
RAF1,10.0,10.0,100.0,0.865472312703583,0.20844042776703514,0.7129168210134837,0.14696113814554204,1.0,0.0,0.7907738095238095,-0.3386630051756161,0.8004621470335438,0.09665920056310545,1.0,0.0,upregulated set,0.20844042776703514,0.14696113814554204,0.0
RIPK1,6.0,7.0,124.0,0.4096566746188155,1.2875127737502587,0.9947260045369172,0.0022965284046442165,1.0,0.0,0.43845751260824056,-1.1894910454195522,0.9938198232459815,0.002692344840957375,1.0,0.0,downregulated set,-1.1894910454195522,0.002692344840957375,0.0
RIPK2,6.0,4.0,85.0,0.6064686968034803,0.7214949130730959,0.920586508074678,0.03593539432544122,1.0,0.0,0.3676642586859305,-1.4435391585495474,0.9925959992669647,0.003227479591830968,1.0,0.0,upregulated set,0.7214949130730959,0.03593539432544122,0.0
RIPK3,3.0,11.0,80.0,0.31970541401273883,1.6451849194170556,0.9938720076339658,0.00266954111313983,1.0,0.0,1.0987686567164179,-0.13588766204557784,0.4363769729429629,0.36013817464569964,1.0,0.0,downregulated set,-0.13588766204557784,0.36013817464569964,0.0
ROCK1,3.0,3.0,57.0,0.45256453234998323,1.1438045703970192,0.9558078103936568,0.019629424958761504,1.0,0.0,0.4143010587693724,-1.2712485876782047,0.9708771749772804,0.012835708921664947,1.0,0.0,upregulated set,1.1438045703970192,0.019629424958761504,0.0
ROCK2,3.0,5.0,72.0,0.35628980891719747,1.4888768767400082,0.9875687509363715,0.005432660650403565,1.0,0.0,0.5467986314760508,-0.8709184627063477,0.9424517689105876,0.02574086608976611,1.0,0.0,downregulated set,-0.8709184627063477,0.02574086608976611,0.0
RSK2,14.0,1.0,94.0,1.308967066919458,0.3884288001176301,0.2182056094945944,0.6611340890307451,1.0,0.0,0.08211532531606537,-3.6062046901325546,0.9999889830067192,4.784645745255186e-06,1.0,0.0,upregulated set,0.3884288001176301,0.6611340890307451,0.0
RSK3,5.0,5.0,101.0,0.4214267580604214,1.246646175379756,0.9888625550756164,0.004864068079652861,1.0,0.0,0.38558694579135333,-1.3748718855416802,0.9944263560983853,0.0024273737505564378,1.0,0.0,upregulated set,1.246646175379756,0.004864068079652861,0.0
RSK4,8.0,6.0,86.0,0.8040942274403552,0.31456352197136267,0.769380192413457,0.11385899873659522,1.0,0.0,0.5480848153214775,-0.8675289294835336,0.9541593283568901,0.020379099458737525,1.0,0.0,upregulated set,0.31456352197136267,0.11385899873659522,0.0
SBK,26.0,30.0,208.0,1.0949312714776633,0.13084031511391805,0.37115673137495214,0.4304426585856666,1.0,0.0,1.1634311100292114,-0.21838578731252534,0.2582528083601232,0.5879549470642058,1.0,0.0,downregulated set,-0.21838578731252534,0.5879549470642058,0.0
SGK1,8.0,6.0,68.0,1.0237959261374452,0.03392817071815893,0.5320106495310158,0.274079674121749,1.0,0.0,0.6978373702422145,-0.519037236794012,0.8495902063523344,0.0707905025616338,1.0,0.0,upregulated set,0.03392817071815893,0.274079674121749,0.0
SGK3,5.0,2.0,43.0,1.011478831246273,0.01646612674187008,0.5611302793852434,0.2509362955183939,1.0,0.0,0.36695511087074095,-1.4463245039853416,0.9683404738190553,0.013971915519529527,1.0,0.0,upregulated set,0.01646612674187008,0.2509362955183939,0.0
SIK,10.0,16.0,176.0,0.4776798933965058,1.0658839430261444,0.9952698345703267,0.0020591586736717345,1.0,0.0,0.7110192837465564,-0.49203940678914326,0.923619926742149,0.03450670591856547,1.0,0.0,downregulated set,-0.49203940678914326,0.03450670591856547,0.0
SKMLCK,13.0,11.0,85.0,1.3442724458204334,0.42682556103385705,0.20509873040653703,0.6880370279745971,0.9851724229792688,0.006487753466667204,1.0322036874451272,-0.04572768962851287,0.5107066560240986,0.29182848196098565,1.0,0.0,upregulated set,0.42682556103385705,0.6880370279745971,0.006487753466667204
SLK,2.0,13.0,85.0,0.1995891690009337,2.3248946620509283,0.9992417529983026,0.0003294273982146948,1.0,0.0,1.2272036742624979,-0.2953747074061806,0.2939880440230601,0.5316703312218308,1.0,0.0,downregulated set,-0.2953747074061806,0.5316703312218308,0.0
SMG1,10.0,25.0,139.0,0.6135026831954632,0.7048584412610837,0.9542832244599995,0.020322710657402234,1.0,0.0,1.466863892063919,-0.552735011874155,0.060961870237982906,1.214941717823697,0.4015531887414961,0.39625692100296606,downregulated set,-0.552735011874155,1.214941717823697,0.39625692100296606
SMMLCK,10.0,4.0,92.0,0.9435632346693102,0.08380888889329179,0.6178033426207459,0.2091497462808973,1.0,0.0,0.3387998982964658,-1.5614946532963725,0.9960909130839993,0.0017010217682164033,1.0,0.0,upregulated set,0.08380888889329179,0.2091497462808973,0.0
SNRK,10.0,6.0,95.0,0.9127378707354706,0.13172750290187304,0.6552748500751714,0.18357650026174155,1.0,0.0,0.4944891640866873,-1.0159891878356015,0.9762759043290098,0.010427429470196774,1.0,0.0,upregulated set,0.13172750290187304,0.18357650026174155,0.0
SRPK1,27.0,49.0,360.0,0.6199137931034483,0.6898604905320076,0.9937644784754835,0.002716530912878811,1.0,0.0,1.0985129068462403,-0.13555182063390075,0.3084906770709968,0.5107579562913609,1.0,0.0,downregulated set,-0.13555182063390075,0.5107579562913609,0.0
SRPK2,27.0,42.0,349.0,0.6423871158976385,0.6384851373014162,0.9894655758851721,0.0045993105664020074,1.0,0.0,0.9532498868948877,-0.06907364011477538,0.6353032973427704,0.19701889058941333,1.0,0.0,downregulated set,-0.06907364011477538,0.19701889058941333,0.0
SRPK3,22.0,46.0,354.0,0.5062338408503304,0.9821241425650373,0.9995674910671005,0.0001878768750748678,1.0,0.0,1.0408474576271187,-0.057758648608000965,0.43298359285387167,0.36352856015478774,1.0,0.0,downregulated set,-0.057758648608000965,0.36352856015478774,0.0
SSTK,9.0,12.0,121.0,0.6365782977353225,0.6515901215191319,0.9326257463341845,0.030292599457846257,1.0,0.0,0.7826990646805563,-0.35347037401943876,0.825025554321315,0.08353259941509558,1.0,0.0,downregulated set,-0.35347037401943876,0.08353259941509558,0.0
STK33,2.0,10.0,115.0,0.14586611456176674,2.777283318084826,0.9999658155439336,1.4846374395563876e-05,1.0,0.0,0.6837474120082816,-0.5484646275889454,0.905974914722097,0.04288382721126066,1.0,0.0,downregulated set,-0.5484646275889454,0.04288382721126066,0.0
STLK3,3.0,5.0,50.0,0.5172611464968153,0.9510352657302317,0.9226758267935017,0.03495085733148422,1.0,0.0,0.793841642228739,-0.33307685169657114,0.7508076372122379,0.1244713183865161,1.0,0.0,downregulated set,-0.33307685169657114,0.1244713183865161,0.0
TAK1,8.0,8.0,53.0,1.3208768394699884,0.4014959538146105,0.2898205183733161,0.5378708711047837,1.0,0.0,1.2075471698113207,-0.27207954543680074,0.3693207276924225,0.43259631739687987,1.0,0.0,upregulated set,0.4014959538146105,0.5378708711047837,0.0
TAO1,8.0,10.0,84.0,0.8238557558945908,0.27953632844005677,0.7480167522443886,0.12608867576411018,1.0,0.0,0.9470663265306123,-0.07846262842708,0.6137664527847664,0.21199685290096695,1.0,0.0,downregulated set,-0.07846262842708,0.21199685290096695,0.0
TAO2,8.0,13.0,105.0,0.6539066111881646,0.6128434854579093,0.9106808277088269,0.040633806399789,1.0,0.0,0.986014586014586,-0.020319106483704854,0.5639574659283386,0.24875364957906082,1.0,0.0,downregulated set,-0.020319106483704854,0.24875364957906082,0.0
TAO3,5.0,11.0,81.0,0.5294396961063628,0.9174617262180498,0.9518117622983061,0.021448932580248256,1.0,0.0,1.0847982310668878,-0.11742673104899866,0.4513684576604129,0.3454687933811189,1.0,0.0,downregulated set,-0.11742673104899866,0.3454687933811189,0.0
TBK1,6.0,3.0,53.0,0.9842868409876843,0.022849287690461243,0.5787515237552164,0.23750785254831247,1.0,0.0,0.4462291655206557,-1.1641432837326708,0.9582879608271087,0.01850396795025773,1.0,0.0,upregulated set,0.022849287690461243,0.23750785254831247,0.0
TGFBR1,62.0,11.0,205.0,3.0267623146819704,1.5977753877874405,8.361486508061951e-11,10.077716506668724,1.9488695476482854e-09,8.710217230473257,0.4087659264652348,-1.2906531524484142,0.9995710758472395,0.00018631935399158553,1.0,0.0,upregulated set,1.5977753877874405,10.077716506668724,8.710217230473257
TGFBR2,4.0,11.0,90.0,0.3787007454739084,1.400869833711367,0.9909309856759957,0.003956591310684359,1.0,0.0,0.9730348258706467,-0.03943665348658617,0.5821070933270204,0.23499710854192962,1.0,0.0,downregulated set,-0.03943665348658617,0.23499710854192962,0.0
TLK1,8.0,12.0,80.0,0.8663430420711974,0.2069896991509592,0.7013024594944455,0.15409463801125178,1.0,0.0,1.2022455089820359,-0.26573153700051927,0.325985130932651,0.4868022088313608,1.0,0.0,downregulated set,-0.26573153700051927,0.4868022088313608,0.0
TLK2,11.0,10.0,77.0,1.2511671335200747,0.3232745205948789,0.2947325868789216,0.5305718440642243,1.0,0.0,1.0358688930117501,-0.05084141675883542,0.510614121186926,0.29190717882131506,1.0,0.0,upregulated set,0.3232745205948789,0.5305718440642243,0.0
TNIK,3.0,11.0,63.0,0.40855323020928114,1.2914040362080843,0.9731188011220665,0.01183413658445714,1.0,0.0,1.4041222459132907,-0.48966854525454917,0.1961520341065381,0.7074071838552987,0.9005161565800157,0.045508490894862294,downregulated set,-0.48966854525454917,0.7074071838552987,0.045508490894862294
TSSK1,9.0,9.0,111.0,0.6965601965601965,0.5216800593240183,0.8862384933318248,0.052449390528126784,1.0,0.0,0.6366188146603576,-0.6514982998109754,0.9322540277798562,0.030465731604319878,1.0,0.0,upregulated set,0.5216800593240183,0.052449390528126784,0.0
TSSK2,20.0,5.0,122.0,1.4544350609924381,0.5404588830482874,0.08882345148292356,1.0514723551111769,0.507801996213695,0.29430559620966085,0.3166915052160954,-1.6588499251751194,0.9991495429276016,0.00036950596039761875,1.0,0.0,upregulated set,0.5404588830482874,1.0514723551111769,0.29430559620966085
TTBK1,2.0,5.0,53.0,0.3239293201557352,1.6262490366682938,0.9822968219544732,0.007757261033008873,1.0,0.0,0.7480772422951364,-0.418740852417825,0.7916117400463675,0.10148777358698209,1.0,0.0,downregulated set,-0.418740852417825,0.10148777358698209,0.0
TTBK2,3.0,7.0,45.0,0.575796178343949,0.7963698813638017,0.8865059650567604,0.05231833780415807,1.0,0.0,1.2444444444444445,-0.3155018257279294,0.3587169549161175,0.4452480957174251,1.0,0.0,downregulated set,-0.3155018257279294,0.4452480957174251,0.0
TTK,5.0,9.0,56.0,0.7729510073260073,0.37155112152352315,0.7696835208936091,0.11368781168865065,1.0,0.0,1.2880987706655362,-0.3652432227118168,0.2961227887897446,0.528528169224004,1.0,0.0,downregulated set,-0.3652432227118168,0.528528169224004,0.0
ULK1,4.0,10.0,59.0,0.5843937835057129,0.774987263346192,0.9029816853667979,0.04432105813034773,1.0,0.0,1.3609765940274414,-0.4446422556950283,0.23467223922585337,0.6295382826387566,0.9740505271977201,0.011418514256907463,downregulated set,-0.4446422556950283,0.6295382826387566,0.011418514256907463
ULK2,2.0,11.0,42.0,0.41043083900226757,1.2847889584743153,0.9507004688769655,0.02195629189983133,1.0,0.0,2.1226012793176974,-1.0858333932051263,0.028837093110753026,1.5400485202905771,0.24271220034883798,0.6149083925555595,downregulated set,-1.0858333932051263,1.5400485202905771,0.6149083925555595
VRK1,7.0,7.0,106.0,0.5647291539866098,0.8243689829125739,0.9561930905304371,0.01945439884912476,1.0,0.0,0.5164189903712362,-0.95338604077468,0.9760446007128724,0.010530336635637431,1.0,0.0,upregulated set,0.8243689829125739,0.01945439884912476,0.0
VRK2,9.0,31.0,162.0,0.4680735930735931,1.0951927188919706,0.9946647517876772,0.002323272000310531,1.0,0.0,1.5764256319811876,-0.6566571123602148,0.020531311074571016,1.6875833168607168,0.18297021339985348,0.737619605400667,downregulated set,-0.6566571123602148,1.6875833168607168,0.737619605400667
WNK1,9.0,5.0,106.0,0.7307951482479784,0.45246103894852935,0.8546343617431387,0.06821964976428502,1.0,0.0,0.36670724284844797,-1.4472993338327504,0.9963942357829585,0.0015687935551363707,1.0,0.0,upregulated set,0.45246103894852935,0.06821964976428502,0.0
WNK3,6.0,7.0,91.0,0.5652097099042437,0.8231418445191694,0.9455782899651084,0.024302507546356284,1.0,0.0,0.6049466757431359,-0.7251201161884631,0.9332708714163114,0.029992288849205077,1.0,0.0,downregulated set,-0.7251201161884631,0.029992288849205077,0.0
WNK4,6.0,8.0,113.0,0.45141279913496285,1.1474807703169425,0.9880231516815873,0.0052328787628199355,1.0,0.0,0.5538042624495995,-0.8525519371896803,0.9688063561677117,0.013763020526123264,1.0,0.0,downregulated set,-0.8525519371896803,0.013763020526123264,0.0
YANK2,7.0,9.0,101.0,0.5938038965186841,0.7519415346215034,0.940412201292082,0.026681744796515756,1.0,0.0,0.7022945618003937,-0.509851831144416,0.8807837700786085,0.055130696568369206,1.0,0.0,downregulated set,-0.509851831144416,0.055130696568369206,0.0
YANK3,11.0,3.0,96.0,0.9964256535947712,0.005165929754290697,0.5530131598957694,0.25726453379093966,1.0,0.0,0.24243804664723032,-2.0443119711505924,0.9993531227429905,0.00028102612769605043,1.0,0.0,upregulated set,0.005165929754290697,0.25726453379093966,0.0
YSK1,3.0,3.0,57.0,0.45256453234998323,1.1438045703970192,0.9558078103936568,0.019629424958761504,1.0,0.0,0.4143010587693724,-1.2712485876782047,0.9708771749772804,0.012835708921664947,1.0,0.0,upregulated set,1.1438045703970192,0.019629424958761504,0.0
YSK4,5.0,6.0,29.0,1.5075154730327145,0.5921728099217144,0.2696352289083898,0.5692233661389835,1.0,0.0,1.6600405679513184,-0.7312184984800547,0.1884415896619136,0.7248232407823223,0.8921531510556222,0.049560586263904506,downregulated set,-0.7312184984800547,0.7248232407823223,0.049560586263904506
ZAK,1.0,4.0,40.0,0.21495253164556963,2.21790999284249,0.9888158340421868,0.004884587783081614,1.0,0.0,0.7944444444444444,-0.3319817595512854,0.7398643662849251,0.13084788888116963,1.0,0.0,downregulated set,-0.3319817595512854,0.13084788888116963,0.0
